dates,India.Google_GroceryMobility.data,India.Google_ResidentialMobility.data,India.Google_TransitStationsMobility.data,India.Google_ParksMobility.data,India.Google_WorkplacesMobility.data,India.Google_RetailMobility.data
2020-08-20,99.03846153846153,113.77777777777777,77.23076923076923,70.57692307692308,82.0909090909091,59.11538461538461
2020-08-21,103.96551724137932,113.22222222222223,81.625,71.06666666666666,80.44444444444444,61.0
2020-08-22,86.93103448275862,114.11111111111111,73.88461538461539,66.21875,74.56666666666666,50.42307692307692
2020-08-23,78.87096774193549,111.5,69.55555555555556,67.4074074074074,91.28571428571429,46.370370370370374
2020-08-24,110.66666666666667,111.75,85.375,71.90322580645162,85.26086956521739,69.0
2020-08-25,105.10344827586206,112.8125,82.5,75.03571428571429,80.28,65.375
2020-08-26,105.11111111111111,111.64285714285714,82.08695652173913,69.23333333333333,85.21739130434783,65.04
2020-08-27,98.28571428571429,113.375,77.0,72.96296296296296,78.625,64.34615384615384
2020-08-28,109.29166666666667,112.33333333333333,87.52173913043478,81.29629629629629,82.65217391304348,69.8076923076923
2020-08-29,96.63333333333334,110.73333333333333,74.85185185185185,72.61290322580645,82.4,59.96
2020-08-30,87.10344827586206,110.5,69.29629629629629,68.86666666666666,90.6923076923077,53.61538461538461
2020-08-31,106.55172413793103,111.88235294117646,81.23076923076923,77.3225806451613,78.04166666666667,70.25925925925925
2020-09-01,111.0,111.11764705882354,87.16,74.96969696969697,77.92592592592592,75.56
2020-09-02,110.37037037037037,111.14285714285714,90.2,74.09375,81.20833333333333,75.38095238095238
2020-09-03,108.56,111.58333333333333,82.92,74.28125,80.4090909090909,76.95238095238095
2020-09-04,119.72727272727273,112.5,88.875,76.6,82.31818181818181,78.78260869565217
2020-09-05,110.03571428571429,110.57142857142857,85.28,75.15625,87.45,77.66666666666667
2020-09-06,101.3076923076923,111.0,79.48,75.92857142857143,89.83333333333333,67.11538461538461
2020-09-07,112.46153846153847,113.78571428571429,84.84,78.43333333333334,78.55,77.56
2020-09-08,116.22222222222223,110.06666666666666,87.34615384615384,82.86206896551724,79.08695652173913,80.85185185185185
2020-09-09,115.3913043478261,111.58333333333333,88.1304347826087,81.6774193548387,78.84,82.85714285714286
2020-09-10,112.5,112.23076923076923,83.44,81.48275862068965,76.04545454545455,81.85185185185185
2020-09-11,110.6923076923077,113.28571428571429,82.23076923076923,84.73333333333333,75.45454545454545,84.92
2020-09-12,,112.0,,,78.22222222222223,
2020-09-13,,110.0,,,85.4,
2020-09-14,,112.0,,,76.9047619047619,
2020-09-15,,112.0,,,77.0,
2020-09-16,,112.15384615384616,,,76.75,
2020-09-17,,114.5,,,71.95652173913044,
2020-09-18,,114.5,,,77.95454545454545,
2020-09-19,,112.75,,,86.5,
2020-09-20,,112.58333333333333,,,88.15789473684211,
2020-09-21,,114.5625,,,75.0,
2020-09-22,,114.75,,,74.3913043478261,
2020-09-23,,117.41666666666667,,,75.43478260869566,
2020-09-24,,117.91666666666667,,,73.56,
2020-09-25,,119.76923076923077,,,77.61904761904762,
2020-09-26,,117.92307692307692,,,79.55,
2020-09-27,,116.21428571428571,,,85.10526315789474,
2020-09-28,104.74074074074075,117.53846153846153,91.0,79.27586206896552,86.26086956521739,69.5909090909091
2020-09-29,103.04,114.66666666666667,91.44444444444444,77.86206896551724,84.56,71.1304347826087
2020-09-30,104.64285714285714,112.5,92.2,73.11111111111111,85.20833333333333,70.55
2020-10-01,110.54545454545455,109.0,96.75,70.11111111111111,81.0,69.04545454545455
2020-10-02,116.29166666666667,112.88235294117646,90.18518518518519,72.44827586206897,60.416666666666664,71.45454545454545
2020-10-03,112.0,108.92307692307692,95.73076923076923,71.81481481481481,90.94736842105263,72.36363636363636
2020-10-04,103.92,108.5,92.18181818181819,75.25925925925925,89.68181818181819,66.92
2020-10-05,111.89285714285714,108.42857142857143,96.54166666666667,73.03571428571429,82.3157894736842,77.42857142857143
2020-10-06,114.12,108.06666666666666,100.82608695652173,71.64285714285714,81.54166666666667,75.95652173913044
2020-10-07,114.66666666666667,108.76923076923077,102.0909090909091,72.0,85.79166666666667,77.27272727272727
2020-10-08,111.84,111.36363636363636,96.38461538461539,73.46428571428571,86.23809523809524,74.95833333333333
2020-10-09,116.16666666666667,111.92307692307692,99.56,77.28571428571429,89.82608695652173,78.68181818181819
2020-10-10,112.5,112.92307692307692,98.78260869565217,76.53333333333333,94.05555555555556,76.19047619047619
2020-10-11,106.44444444444444,111.36363636363636,92.92,77.33333333333333,100.0,71.04
2020-10-12,115.62068965517241,111.57142857142857,99.26923076923077,74.83333333333333,87.04347826086956,80.0
2020-10-13,115.34482758620689,112.15384615384616,99.03703703703704,76.53571428571429,86.82608695652173,76.88461538461539
2020-10-14,114.86666666666666,111.58333333333333,101.36,74.10344827586206,87.70370370370371,81.0
