dates,Indonesia.Google_GroceryMobility.data,Indonesia.Google_ResidentialMobility.data,Indonesia.Google_TransitStationsMobility.data,Indonesia.Google_ParksMobility.data,Indonesia.Google_WorkplacesMobility.data,Indonesia.Google_RetailMobility.data
2020-04-19,74.4,112.5,44.40909090909091,57.52173913043478,88.05,57.36363636363637
2020-04-20,80.4090909090909,114.75,46.391304347826086,71.82608695652173,69.27777777777777,66.0
2020-04-21,80.66666666666667,114.23076923076923,51.68421052631579,70.65,67.76470588235294,65.36363636363636
2020-04-22,83.84,113.3076923076923,51.0,73.16,68.0,67.8
2020-04-23,90.63636363636364,113.83333333333333,51.90909090909091,75.25,66.75,68.28571428571429
2020-04-24,71.75,119.33333333333333,41.94444444444444,58.90909090909091,60.05882352941177,51.22222222222222
2020-04-25,70.5,116.81818181818181,35.35294117647059,50.21739130434783,73.2,50.44444444444444
2020-04-26,68.85714285714286,115.81818181818181,33.111111111111114,47.75,84.3,50.8421052631579
2020-04-27,73.0,117.91666666666667,39.5,63.78260869565217,66.92857142857143,56.8421052631579
2020-04-28,74.25,117.0,38.68421052631579,65.24,66.3125,57.294117647058826
2020-04-29,74.875,116.75,39.27777777777778,64.96,66.25,58.526315789473685
2020-04-30,78.2,116.66666666666667,40.1578947368421,67.95652173913044,67.71428571428571,59.94444444444444
2020-05-01,74.95,122.6923076923077,33.05,62.166666666666664,44.73684210526316,55.11764705882353
2020-05-02,73.94117647058823,115.5,36.1578947368421,53.958333333333336,76.25,54.94117647058823
2020-05-03,71.875,114.5,33.6875,51.791666666666664,86.9047619047619,53.3
2020-05-04,78.22222222222223,116.66666666666667,39.708333333333336,66.83333333333333,68.61111111111111,60.588235294117645
2020-05-05,79.45,116.66666666666667,39.857142857142854,66.79166666666667,67.05263157894737,60.5
2020-05-06,83.9090909090909,117.0,40.34782608695652,70.66666666666667,68.0,61.142857142857146
2020-05-07,78.83333333333333,122.25,37.2,63.88,45.666666666666664,57.714285714285715
2020-05-08,79.65,118.15384615384616,38.45454545454545,63.541666666666664,69.26315789473684,59.45454545454545
2020-05-09,78.55555555555556,115.41666666666667,39.38095238095238,55.31818181818182,79.52380952380952,57.473684210526315
2020-05-10,78.15789473684211,114.0,36.19047619047619,52.541666666666664,90.57142857142857,56.416666666666664
2020-05-11,84.9047619047619,116.66666666666667,43.3,66.25,70.35,64.81818181818181
2020-05-12,85.76470588235294,116.45454545454545,44.130434782608695,68.32,68.42857142857143,65.2
2020-05-13,85.33333333333333,116.18181818181819,43.391304347826086,67.5909090909091,69.33333333333333,65.35
2020-05-14,87.71428571428571,115.9090909090909,43.27272727272727,66.72727272727273,69.77777777777777,66.6086956521739
2020-05-15,90.1,115.07692307692308,42.523809523809526,68.66666666666667,71.4,68.0
2020-05-16,90.04761904761905,114.5,43.0,60.214285714285715,83.15,66.125
2020-05-17,86.44444444444444,113.6,37.714285714285715,53.96,94.9047619047619,66.08333333333333
2020-05-18,92.88,115.66666666666667,46.23809523809524,71.04,71.15789473684211,71.68
2020-05-19,99.33333333333333,114.58333333333333,47.791666666666664,71.13636363636364,68.75,74.36
2020-05-20,105.88,114.27272727272727,49.416666666666664,76.04347826086956,69.89473684210526,78.96296296296296
2020-05-21,109.37931034482759,118.8,49.91304347826087,76.25925925925925,45.9375,79.16666666666667
2020-05-22,110.25925925925925,116.92857142857143,46.166666666666664,73.46153846153847,59.666666666666664,79.12
2020-05-23,110.25,113.33333333333333,44.083333333333336,67.2,70.24,71.1304347826087
2020-05-24,67.33333333333333,107.57142857142857,37.4,64.36,82.68181818181819,53.38095238095238
2020-05-25,77.625,115.52941176470588,37.91304347826087,87.0,34.73684210526316,60.88461538461539
2020-05-26,84.17391304347827,113.25,43.05,83.89655172413794,59.4,67.54166666666667
2020-05-27,88.36363636363636,114.14285714285714,43.833333333333336,82.03571428571429,63.421052631578945,73.1
2020-05-28,88.4,114.84615384615384,44.82608695652174,81.10714285714286,66.7,71.28571428571429
2020-05-29,87.73684210526316,115.42857142857143,42.476190476190474,72.65217391304348,71.10526315789474,69.36363636363636
2020-05-30,86.04761904761905,111.72727272727273,42.904761904761905,66.375,85.42857142857143,66.2
2020-05-31,84.7,109.7,40.09090909090909,68.375,97.95,65.95652173913044
2020-06-01,88.0909090909091,118.84615384615384,44.34782608695652,81.57692307692308,47.411764705882355,72.125
2020-06-02,92.33333333333333,112.33333333333333,50.43478260869565,77.58333333333333,77.05263157894737,75.64
2020-06-03,90.66666666666667,113.41666666666667,48.40909090909091,79.4074074074074,75.4,76.08333333333333
2020-06-04,91.5909090909091,113.41666666666667,50.68181818181818,77.58333333333333,75.82352941176471,73.82608695652173
2020-06-05,88.85714285714286,112.92307692307692,45.57142857142857,73.13636363636364,78.5,72.78260869565217
2020-06-06,89.2,110.9090909090909,46.130434782608695,68.48,86.47368421052632,71.95652173913044
2020-06-07,87.8,110.0,43.95454545454545,72.24,99.47368421052632,71.47826086956522
2020-06-08,91.66666666666667,112.33333333333333,50.26086956521739,78.63636363636364,79.58823529411765,77.4090909090909
2020-06-09,91.27272727272727,112.33333333333333,49.5,78.30434782608695,77.82352941176471,76.31818181818181
2020-06-10,92.82608695652173,112.3,52.38095238095238,81.54166666666667,77.8125,77.95652173913044
2020-06-11,93.47619047619048,112.4,50.714285714285715,79.33333333333333,78.0952380952381,80.125
2020-06-12,91.04761904761905,113.0,49.38095238095238,76.36363636363636,79.9,77.10526315789474
2020-06-13,88.78260869565217,110.0909090909091,52.78260869565217,72.15384615384616,90.0909090909091,73.47826086956522
2020-06-14,87.45,109.5,48.26086956521739,76.04166666666667,101.57142857142857,74.72
2020-06-15,91.76190476190476,111.4,53.72,79.52,79.94736842105263,79.04347826086956
2020-06-16,91.47826086956522,111.3,55.68181818181818,81.08695652173913,79.33333333333333,80.78260869565217
2020-06-17,91.81818181818181,111.81818181818181,53.91304347826087,81.57692307692308,78.36842105263158,79.47826086956522
2020-06-18,91.35,111.3,53.13636363636363,79.0,78.5,77.45454545454545
2020-06-19,88.6842105263158,112.81818181818181,52.38095238095238,76.1304347826087,79.63157894736842,77.36363636363636
2020-06-20,89.38095238095238,110.3,52.666666666666664,75.29166666666667,90.4090909090909,75.3913043478261
2020-06-21,86.6086956521739,109.5,50.63157894736842,76.32,100.75,73.73913043478261
2020-06-22,91.15,111.0,54.95652173913044,78.8695652173913,77.70588235294117,78.52380952380952
2020-06-23,89.85,110.9090909090909,55.130434782608695,80.625,77.76470588235294,79.04347826086956
2020-06-24,89.18181818181819,111.0,55.78260869565217,80.34615384615384,78.55555555555556,76.85714285714286
2020-06-25,92.66666666666667,111.0,56.77272727272727,82.28,78.38888888888889,78.68181818181819
2020-06-26,90.04347826086956,111.41666666666667,53.142857142857146,75.76190476190476,80.3529411764706,77.5
2020-06-27,90.0909090909091,109.0,54.13636363636363,77.07692307692308,88.36842105263158,76.3913043478261
2020-06-28,87.0,108.18181818181819,52.27272727272727,80.8695652173913,99.1304347826087,75.38095238095238
2020-06-29,92.78947368421052,110.5,56.35,82.65384615384616,80.06666666666666,81.6
2020-06-30,94.77272727272727,110.6,60.56521739130435,83.73913043478261,78.6842105263158,82.0
2020-07-01,98.57894736842105,110.5,60.21739130434783,84.73076923076923,78.94117647058823,84.0
2020-07-02,98.21739130434783,110.9090909090909,61.125,84.48,79.16666666666667,85.125
2020-07-03,94.15,111.58333333333333,59.791666666666664,80.48,78.89473684210526,81.18181818181819
2020-07-04,94.23529411764706,108.7,61.26086956521739,81.75,88.55555555555556,83.5
2020-07-05,94.34782608695652,107.22222222222223,57.18181818181818,87.24,98.44444444444444,81.77272727272727
2020-07-06,97.0909090909091,110.5,60.54545454545455,85.54166666666667,78.94444444444444,85.5
2020-07-07,98.08695652173913,110.4,65.69565217391305,86.33333333333333,78.22222222222223,86.30434782608695
2020-07-08,95.85,110.8,61.166666666666664,84.88,78.29411764705883,83.14285714285714
2020-07-09,95.76190476190476,110.4,61.34782608695652,84.74074074074075,79.17647058823529,84.45454545454545
2020-07-10,96.20833333333333,110.9090909090909,61.34782608695652,81.56,81.23529411764706,84.30434782608695
2020-07-11,95.33333333333333,108.5,61.65217391304348,82.10714285714286,89.0,82.25
2020-07-12,93.47619047619048,107.6,58.17391304347826,85.64,99.95,79.8695652173913
2020-07-13,95.47619047619048,110.4,62.041666666666664,82.38461538461539,81.26315789473684,82.0
2020-07-14,91.19047619047619,110.0,61.84,80.375,79.3157894736842,81.35
2020-07-15,96.31818181818181,111.0,61.708333333333336,84.11538461538461,80.76470588235294,84.22222222222223
2020-07-16,94.95238095238095,110.4,61.2,82.91304347826087,80.0,82.42857142857143
2020-07-17,96.0,111.5,60.44,82.58333333333333,81.5,83.89473684210526
2020-07-18,93.5909090909091,108.6,59.869565217391305,80.6,91.38095238095238,82.20833333333333
2020-07-19,93.4,108.0,58.5,83.72,100.75,81.17391304347827
2020-07-20,96.57142857142857,110.0,61.56,83.6,81.3157894736842,85.8695652173913
2020-07-21,94.0952380952381,111.0,61.78260869565217,84.55,79.1875,83.71428571428571
2020-07-22,,,,,,
2020-07-23,,,,,,
2020-07-24,,,,,,
2020-07-25,,,,,,
2020-07-26,,,,,,
2020-07-27,,,,,,
2020-07-28,98.36363636363636,110.6,64.54166666666667,85.79166666666667,79.52631578947368,86.57142857142857
2020-07-29,105.25,110.33333333333333,69.4074074074074,88.75,78.70588235294117,89.36363636363636
2020-07-30,120.96,109.22222222222223,74.70833333333333,97.41666666666667,75.63157894736842,96.79166666666667
2020-07-31,80.56521739130434,114.2,52.44,100.17241379310344,41.68421052631579,67.91304347826087
2020-08-01,94.05,108.5,59.19230769230769,93.71428571428571,76.38095238095238,77.45
2020-08-02,97.47619047619048,105.81818181818181,66.51851851851852,96.21428571428571,94.3,82.64
2020-08-03,102.33333333333333,109.5,67.5,93.03333333333333,78.29411764705883,87.8
2020-08-04,100.78260869565217,109.81818181818181,68.04166666666667,90.76923076923077,77.58823529411765,88.0
2020-08-05,103.03846153846153,110.0,67.375,93.22727272727273,78.6842105263158,89.5
2020-08-06,103.04545454545455,109.4,68.83333333333333,93.28571428571429,78.47058823529412,90.0
2020-08-07,99.95238095238095,109.18181818181819,66.44,89.13636363636364,81.22222222222223,88.23809523809524
2020-08-08,100.35,106.88888888888889,67.74074074074075,92.34482758620689,90.57142857142857,86.9047619047619
2020-08-09,97.2,106.11111111111111,66.03703703703704,92.04347826086956,100.6,85.84
2020-08-10,103.19047619047619,108.6,67.375,94.08333333333333,80.77777777777777,90.65
2020-08-11,98.86363636363636,108.41666666666667,68.71428571428571,90.52380952380952,79.11111111111111,86.47058823529412
2020-08-12,102.13636363636364,109.0,69.08695652173913,95.26086956521739,79.9375,90.21052631578948
2020-08-13,101.83333333333333,109.5,68.76,93.5909090909091,80.33333333333333,91.73913043478261
2020-08-14,103.38095238095238,109.0,69.92592592592592,92.70370370370371,82.33333333333333,90.0909090909091
2020-08-15,103.4090909090909,105.6,72.43478260869566,92.75,91.89473684210526,88.1
2020-08-16,101.30434782608695,105.11111111111111,67.62962962962963,100.92592592592592,100.85,87.47619047619048
2020-08-17,96.23809523809524,115.0,65.0,124.5925925925926,48.333333333333336,88.86363636363636
2020-08-18,102.33333333333333,108.0,69.20689655172414,96.54166666666667,81.3157894736842,91.14285714285714
2020-08-19,106.47826086956522,108.0909090909091,69.73076923076923,100.48148148148148,80.41176470588235,95.43478260869566
2020-08-20,100.04761904761905,114.0,70.22222222222223,113.62962962962963,49.125,92.1923076923077
2020-08-21,98.0,113.5,62.64,100.29166666666667,62.53846153846154,91.29166666666667
2020-08-22,96.16666666666667,107.4,65.36,97.14814814814815,88.14285714285714,87.94444444444444
2020-08-23,94.85714285714286,107.3,68.72,97.0,100.65,87.9047619047619
2020-08-24,101.44,109.0,69.3913043478261,92.9,81.83333333333333,94.64
2020-08-25,101.32,109.0,69.26086956521739,94.6,79.6470588235294,96.42857142857143
2020-08-26,101.57142857142857,109.0,67.91666666666667,95.70370370370371,80.6875,96.30434782608695
2020-08-27,103.52631578947368,109.0,67.6086956521739,94.88,80.4375,98.73913043478261
2020-08-28,103.4090909090909,109.5,66.95833333333333,92.25,82.33333333333333,97.63636363636364
2020-08-29,102.08695652173913,106.88888888888889,66.9090909090909,92.44,92.2,96.84
2020-08-30,101.65217391304348,106.5,65.58333333333333,98.96153846153847,100.52631578947368,97.25
2020-08-31,102.76190476190476,109.5,66.65,94.2,81.0,100.19047619047619
2020-09-01,106.3913043478261,108.5,70.46153846153847,94.625,79.05555555555556,104.04
2020-09-02,104.9047619047619,108.5,68.34615384615384,94.54166666666667,79.0,101.95
2020-09-03,103.81818181818181,109.0,68.64,92.45833333333333,78.22222222222223,103.91304347826087
2020-09-04,104.63636363636364,110.0,67.20833333333333,91.14285714285714,79.375,103.80952380952381
2020-09-05,105.25,107.27272727272727,68.80952380952381,93.76,87.63157894736842,101.53846153846153
2020-09-06,105.14814814814815,107.0,66.88461538461539,98.28,94.6842105263158,101.6
2020-09-07,107.15,109.5,67.3913043478261,92.91304347826087,78.29411764705883,105.88461538461539
2020-09-08,105.5909090909091,109.22222222222223,70.04,97.69565217391305,77.06666666666666,106.8695652173913
2020-09-09,104.0,109.0,65.9090909090909,97.96,78.0,108.70833333333333
2020-09-10,104.66666666666667,108.22222222222223,68.0909090909091,95.61538461538461,76.38888888888889,111.47826086956522
2020-09-11,103.625,108.7,69.41666666666667,93.07142857142857,77.58823529411765,109.28
2020-09-12,,106.0,,,85.11764705882354,
2020-09-13,,106.7,,,90.88235294117646,
2020-09-14,,110.38461538461539,,,77.83333333333333,
2020-09-15,,110.85714285714286,,,75.76470588235294,
2020-09-16,,111.07692307692308,,,74.21428571428571,
2020-09-17,,111.3,,,74.875,
2020-09-18,,112.0,,,77.5,
2020-09-19,,109.0,,,86.52941176470588,
2020-09-20,,109.5,,,90.61111111111111,
2020-09-21,,111.23076923076923,,,75.86666666666666,
2020-09-22,,110.78571428571429,,,74.26666666666667,
2020-09-23,,111.3076923076923,,,75.07142857142857,
2020-09-24,,110.66666666666667,,,73.85714285714286,
2020-09-25,,111.92857142857143,,,74.4,
2020-09-26,,109.0,,,81.125,
2020-09-27,,108.63636363636364,,,86.93333333333334,
2020-09-28,95.95238095238095,111.15384615384616,64.8,91.15384615384616,79.57142857142857,80.7
2020-09-29,97.57142857142857,110.71428571428571,66.4090909090909,89.73076923076923,78.21428571428571,79.95238095238095
2020-09-30,100.27777777777777,107.6875,67.77272727272727,91.52173913043478,76.3076923076923,81.47058823529412
2020-10-01,104.4,103.72222222222223,67.36363636363636,90.57692307692308,75.0,81.5
2020-10-02,105.25,103.44444444444444,68.0,91.10714285714286,75.86666666666666,83.75
2020-10-03,104.45454545454545,102.4375,69.6086956521739,90.96,80.94444444444444,83.54545454545455
2020-10-04,101.65,102.66666666666667,68.04761904761905,97.0,84.28571428571429,83.42857142857143
2020-10-05,103.72222222222223,102.41176470588235,69.71428571428571,94.56,74.3125,85.22222222222223
2020-10-06,102.73684210526316,102.7,70.8076923076923,94.79166666666667,73.4,84.61111111111111
2020-10-07,102.45,104.93333333333334,69.52,95.0909090909091,76.35714285714286,85.61111111111111
2020-10-08,101.68181818181819,107.25,70.54166666666667,98.14814814814815,77.06666666666666,84.38095238095238
2020-10-09,100.47826086956522,109.26666666666667,67.44,94.14814814814815,79.5,84.42105263157895
2020-10-10,100.0952380952381,107.13333333333334,69.625,92.28,86.22222222222223,82.54545454545455
2020-10-11,101.0,106.5,71.39285714285714,99.24137931034483,92.94444444444444,83.42857142857143
2020-10-12,104.61538461538461,108.5,70.38461538461539,100.25,79.0,87.375
2020-10-13,102.5,109.26666666666667,71.21428571428571,98.26923076923077,78.92307692307692,85.0
2020-10-14,103.80952380952381,108.0,71.32142857142857,96.20833333333333,79.61538461538461,86.4090909090909
