Date,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Netherlands,Norway,Portugal,Russia,SouthAfrica,Spain,Sweden,Switzerland,Turkey,UnitedKingdom,Australia,China,HongKong_China,India,Indonesia,Japan,Malaysia,NewZealand,Philippines,KoreaSouth,Singapore,Thailand,Brazil,Canada,Mexico,UnitedStates
2020-02-01,,,,,,,,,,,,,,,,,,,,,,39735.53,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,3056.63,3929.27,1176.74,10096.55,5832.51,13045.19,903.47,23460.01,592.36,1011.4,5225.04,1521.16,55828.49,9404.7,688.72,10664.95,1192.43,7326.31,6923.3,2746.61,26356.98,39872.31,5884.17,22971.94,1521.95,11550.16,7137.03,2118.88,3116.31,1496.06,114629.21,17379.76,,28399.81
2020-02-04,3083.67,4039.92,1191.86,10246.81,5935.05,13281.74,916.75,23844.85,605.4,1014.86,5264.14,1547.19,56817.03,9562.9,703.46,10800.64,1221.36,7439.82,6948.7,2783.29,26675.98,40789.38,5922.34,23084.59,1535.8,11511.49,7226.9,2157.9,3156.57,1519.38,115556.71,17512.73,45047.07,28807.63
2020-02-05,3124.47,4103.04,1227.44,10404.82,5985.4,13478.33,920.99,24236.63,613.41,1030.95,5302.88,1560.48,57426.2,9717.8,712.27,10994.15,1223.21,7482.48,6976.1,2818.09,26786.74,41142.66,5978.51,23319.56,1536.79,11604.08,7352.85,2165.63,3200.13,1534.14,116028.27,17651.59,44782.86,29290.85
2020-02-06,3142.59,4140.23,1238.96,10521.85,6038.18,13574.82,921.45,24490.35,618.75,1032.96,5287.35,1539.42,57531.49,9811.3,711.14,11012.36,1222.84,7504.79,7049.2,2866.51,27493.7,41306.03,5987.15,23873.59,1552.77,,7506.51,2227.94,3231.55,1535.79,115189.97,17757.49,44493.15,29379.77
2020-02-07,3146.91,4095.2,1232.47,10620.35,6029.75,13513.81,910.91,24478.32,616.46,1013.67,5289.93,1518.23,57276.49,9811.0,708.6,11001.53,1210.15,7466.7,7022.6,2875.96,27404.27,41141.85,5999.61,23827.98,1554.49,11760.88,7507.2,2211.95,3181.48,1535.24,113770.29,17655.49,44399.33,29102.51
2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,3119.1,4101.8,1227.63,10608.73,6015.67,13494.03,902.98,24507.7,617.1,1002.31,5282.06,1503.95,56847.74,9816.0,711.51,11039.78,1183.42,7446.88,7012.5,2890.49,27241.34,40979.62,5952.08,23685.98,1542.8,11702.59,7430.86,2201.07,3163.15,,112570.3,17740.57,44290.53,29276.82
2020-02-11,3181.44,4152.3,1240.89,10738.23,6054.76,13627.84,917.0,24688.89,623.85,1017.38,5339.48,1539.56,56981.2,9882.6,721.81,11101.17,1197.98,7499.44,7055.3,2901.67,27583.88,41216.14,5954.4,,1551.48,11834.54,7439.4,2223.12,3175.57,1523.93,115370.61,17777.11,45027.41,29276.34
2020-02-12,3204.79,4184.27,1237.21,10685.71,6104.73,13749.78,917.56,24861.28,629.03,1023.76,5314.94,1557.44,57744.13,9940.4,724.66,11089.24,1200.49,7534.37,7088.2,2926.9,27823.66,41565.9,5913.08,23861.21,1542.94,11898.24,7383.1,2238.38,3223.37,1539.84,116674.13,17832.85,45338.37,29551.42
2020-02-13,3195.5,4182.78,1234.64,10659.41,6093.14,13745.43,920.24,24892.15,629.14,1017.99,5331.96,1543.5,57835.69,9909.8,725.35,11092.35,1205.41,7452.03,7103.2,2906.07,27730.0,41459.79,5871.95,23827.73,1539.16,11880.84,7403.12,2232.96,3220.09,1532.77,115662.4,17821.17,45005.12,29423.31
2020-02-14,3212.48,4185.44,1245.0,10669.29,6069.35,13744.21,922.3,24867.01,629.23,1020.42,5328.34,1534.89,57861.76,9956.8,727.74,11128.81,1201.51,7409.13,7130.2,2917.01,27815.6,41257.74,5866.94,23687.59,1544.46,11834.83,7282.0,2243.59,3220.03,1526.3,114380.71,17848.36,44999.68,29398.08
2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,3210.1,4198.31,1246.22,10618.53,6085.95,13783.89,919.77,25120.54,629.17,1019.48,5397.46,1543.25,58187.96,10022.16,729.45,11168.45,1207.92,7433.25,7125.1,2983.62,27959.6,41055.69,5867.52,23523.24,1537.12,11873.98,7326.85,2242.17,3213.0,1527.25,115309.08,,44999.68,
2020-02-18,3178.62,4164.5,1255.64,10468.63,6056.82,13681.19,911.82,25223.51,625.43,1017.89,5389.13,1515.54,57714.66,10005.75,724.08,11146.28,1195.74,7382.01,7113.7,2984.97,27530.2,40894.38,5886.96,23193.8,1537.08,11935.84,7322.89,2208.88,3196.63,1513.68,114977.29,17858.34,44974.11,29232.19
2020-02-19,3198.33,4139.26,1265.84,10570.82,6111.24,13789.0,916.8,25477.55,629.2,1026.36,5435.85,1542.08,57940.97,10083.59,732.67,11263.01,1191.96,7457.02,7144.6,2975.4,27655.81,41323.0,5928.79,23400.7,1534.16,11981.03,7396.94,2210.34,3213.71,1505.54,116517.59,17925.36,44901.5,29348.03
2020-02-20,3173.84,4119.04,1262.78,10520.5,6062.3,13664.0,913.08,25080.16,622.12,1033.19,5411.21,1535.81,57793.03,9930.99,732.16,11154.53,1156.42,7436.64,7162.5,3030.15,27609.16,41170.12,5942.49,23479.15,1534.98,12064.86,7413.0,2195.5,3198.68,1491.24,114586.24,17944.06,44774.54,29219.98
2020-02-21,3149.39,4078.44,1251.95,10487.95,6029.72,13579.33,893.03,24773.15,617.33,1026.2,5387.0,1524.71,57336.21,9886.2,725.62,11110.78,1168.29,7403.92,7139.0,3039.67,27308.81,,5882.26,23386.74,1531.2,12073.34,7369.78,2162.84,3181.03,1495.09,113681.42,17843.53,44802.54,28992.41
2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,3040.23,3917.64,1207.04,10126.48,5791.87,13035.24,818.35,23427.19,593.3,982.68,5197.09,,54881.56,9483.45,694.81,10712.84,1147.89,7156.83,6978.3,3031.23,26820.88,40363.23,5807.05,,1490.06,11857.12,7187.44,2079.04,3142.2,1435.56,,17562.74,43818.07,27960.8
2020-02-25,2970.26,3828.4,1188.16,9939.04,5679.68,12790.49,833.81,23090.44,582.71,980.57,5078.36,1446.11,54809.51,9250.78,683.27,10478.51,1143.65,7017.88,6866.6,3013.05,26893.23,40281.2,5787.14,22605.41,1500.88,11719.23,,2103.61,3158.24,1439.1,,17177.37,43045.68,27081.36
2020-02-26,2959.84,3830.34,1187.11,10011.72,5684.55,12774.88,811.34,23422.54,581.78,972.48,5110.34,1461.22,55047.2,9316.77,687.01,10512.15,1151.71,7042.47,6708.1,2987.93,26696.49,39888.96,5688.92,22426.19,1495.19,11533.86,6909.84,2076.77,3117.52,1366.41,105718.29,17041.92,42737.28,26957.59
2020-02-27,2845.94,3639.51,1157.51,9733.56,5495.6,12367.46,768.83,22799.37,559.98,926.09,4952.15,1386.2,53444.83,8985.88,661.57,10205.46,1104.18,6796.4,6657.9,2991.33,26778.62,39745.66,5535.69,21948.23,1505.59,11437.17,6967.84,2054.89,3111.7,1395.08,102983.54,16717.51,41607.42,25766.64
2020-02-28,2787.39,3488.6,1124.07,9447.44,5309.9,11890.35,720.35,21984.21,539.38,912.79,4765.73,1299.69,51038.18,8723.22,640.58,9831.03,1059.94,6580.61,6441.2,2880.3,26129.93,38297.29,5452.7,21142.96,1482.64,11261.16,6787.91,1987.01,3011.08,1340.52,104171.57,16263.05,41324.31,25409.36
2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,2778.68,3523.24,1137.93,9497.12,5333.52,11857.87,,21655.09,542.17,919.03,4816.12,1303.47,51840.09,8741.46,643.62,9950.83,1073.1,6654.89,6391.5,2970.93,26291.68,38144.02,5361.25,21344.08,1466.94,11103.43,6749.28,2002.51,3007.72,1335.72,106625.41,16553.26,42167.24,26703.32
2020-03-03,2809.58,3575.13,1174.03,9612.74,5393.17,11985.39,766.32,21748.2,550.22,947.25,4890.02,1358.03,52957.85,8811.65,653.85,10087.4,1112.07,6718.2,6435.7,2992.9,26284.82,38623.7,5518.63,21082.73,1478.64,11346.31,6790.54,2014.15,3019.56,1375.02,105537.14,16423.62,42472.25,25917.41
2020-03-04,2798.52,3597.98,1185.43,9650.39,5464.89,12127.69,770.54,21946.03,557.73,947.11,4967.93,1348.19,52926.75,8910.04,657.52,10251.39,1107.85,6815.59,6325.4,3011.67,26222.07,38409.48,5650.14,21100.06,1489.95,11417.78,6867.26,2059.33,3025.03,1378.61,107224.22,16779.53,43404.76,27090.86
2020-03-05,2720.96,3544.83,1176.41,9488.71,5361.1,11944.72,728.17,21554.88,552.54,926.39,4858.8,1323.82,52936.27,8682.97,650.47,10143.57,1118.15,6705.43,6395.7,3071.68,26767.87,38470.61,5638.13,21329.12,1491.03,11640.89,6884.77,2085.26,3018.27,1390.83,102233.24,16553.99,42344.86,26121.28
2020-03-06,2615.56,3435.09,1141.62,9156.42,5139.11,11541.87,684.74,20799.89,531.29,884.87,4671.5,1257.96,52064.72,8375.56,629.23,9736.82,1096.01,6462.55,6216.2,3034.51,26146.67,37576.62,5498.54,20749.75,1483.1,11425.9,6770.38,2040.22,2960.98,1364.57,97996.77,16175.02,41388.78,25864.78
2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,2379.93,3174.81,1085.6,8484.03,4707.91,10625.02,593.07,18475.91,490.66,802.01,4266.88,,48819.55,7708.7,594.75,9196.6,1035.24,5965.77,5760.6,2943.29,25040.46,35634.95,5136.81,19698.76,1424.16,11091.81,6312.61,1954.77,2782.37,1255.94,86067.2,14514.24,38730.56,23851.02
2020-03-10,2361.41,3155.6,1069.75,8362.17,4636.61,10475.49,628.25,17870.18,484.7,803.73,4237.23,1094.18,49466.01,7461.46,589.7,9195.93,1010.63,5960.23,5939.6,2996.76,25392.51,,5220.83,19867.12,1430.47,10897.47,6318.38,1962.93,2832.54,1271.25,92214.47,14958.09,39565.44,25018.16
2020-03-11,2305.95,3148.41,1050.54,8279.59,4610.25,10438.68,602.48,17928.64,484.16,775.3,4217.44,1086.18,49074.09,7436.35,577.91,9152.5,1009.66,5876.52,5725.9,2968.52,25231.61,35697.4,5154.1,19416.06,1443.83,10873.6,6353.26,1908.27,2783.72,1249.89,85171.13,14270.09,38678.55,23553.22
2020-03-12,1991.22,2701.0,971.51,7432.91,4044.26,9161.13,538.55,14894.44,432.1,705.01,3805.92,966.4,44303.47,6390.86,513.56,8270.44,936.39,5237.48,5304.6,2923.49,24309.07,32778.14,4895.75,18559.63,1419.43,10333.27,5736.27,1834.33,2678.64,1114.91,72582.53,12508.45,36636.7,21200.62
2020-03-13,2000.76,2732.8,979.67,7323.16,4118.36,9232.08,551.97,15954.29,432.85,730.99,3837.38,991.69,44177.63,6629.59,521.32,8367.56,956.05,5366.11,5539.3,2887.43,24032.91,34103.48,4907.57,17431.05,1344.75,9826.86,5793.94,1771.44,2634.0,1128.91,82677.91,13716.33,38085.05,23185.62
2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,1791.42,2535.58,964.47,6928.52,3881.46,8742.25,484.4,14980.34,416.77,691.05,3670.03,966.93,40500.23,6107.24,496.69,8227.08,878.88,5151.08,5002.0,2789.25,23063.57,31390.07,4690.66,17002.04,1280.63,9476.94,5335.37,1714.86,2495.77,1046.08,71168.05,12360.4,,20188.52
2020-03-17,1768.57,2528.77,978.98,7019.53,3991.78,8939.1,491.94,15314.77,424.26,699.06,3834.87,934.66,41579.58,6498.53,505.7,8493.04,867.78,5294.9,5293.4,2779.64,23263.73,30579.09,4456.75,17011.53,1256.58,9434.42,,1672.44,2454.53,1035.17,74617.24,12685.21,36862.84,21237.38
2020-03-18,1630.84,2576.21,956.89,6833.0,3754.84,8441.71,487.35,15120.48,404.1,687.04,3641.8,832.26,38604.88,6274.77,489.07,8338.74,855.77,5080.58,4953.2,2728.76,22291.82,28869.51,4330.67,16726.55,1239.01,9454.89,,1591.2,2425.62,1048.15,66894.95,11721.42,35532.74,19898.92
2020-03-19,1705.9,2636.02,965.86,7062.91,3855.5,8610.43,525.29,15466.97,422.75,718.78,3596.08,902.63,37963.01,6395.83,505.54,8782.24,851.95,5151.61,4782.9,2702.13,21709.13,28288.23,4105.42,16552.83,1219.72,9205.84,4623.42,1457.64,2311.0,1044.19,68331.8,12170.52,35143.63,20087.19
2020-03-20,1889.19,2771.49,972.81,7137.01,4048.8,8928.95,555.13,15731.85,431.98,725.06,3670.0,924.22,40272.0,6443.31,505.08,8623.86,857.96,5190.78,4816.6,2745.62,22805.07,29915.96,4194.94,,1303.28,9196.42,4778.76,1566.15,2410.74,1127.24,67069.36,11851.81,34269.51,19173.98
2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,1880.82,2664.1,939.76,6841.78,3914.31,8741.15,513.07,15559.8,423.72,688.78,3600.0,883.78,38267.21,6230.2,478.95,8160.79,842.46,4993.89,4546.0,2660.17,21696.13,25981.24,3989.52,16887.78,1259.88,8498.7,,1482.46,2233.48,1024.46,63569.62,11228.49,32964.22,18591.93
2020-03-24,2034.3,2867.59,969.53,7278.83,4242.7,9700.57,552.45,16948.6,461.73,730.22,3881.64,965.32,41149.35,6717.3,513.75,8733.32,892.86,5446.01,4735.7,2722.44,22663.49,26674.03,,18092.35,1291.14,9109.15,4774.27,1609.97,2362.05,1033.84,69729.3,12571.08,34565.71,20704.91
2020-03-25,2017.93,2919.65,993.08,7597.21,4432.3,9874.26,,17243.68,475.4,745.8,3955.62,981.69,43278.25,6942.4,535.84,8989.16,890.63,5688.2,4998.1,2781.59,23527.19,28535.78,,19546.63,1324.5,9264.38,5027.76,1704.76,2505.47,1080.03,74955.57,13139.23,35536.7,21200.55
2020-03-26,2056.49,3004.43,1027.87,7748.14,4543.58,10000.96,573.35,17369.38,482.99,754.81,4013.65,1017.03,45046.35,7033.24,546.41,9203.98,915.28,5815.73,5113.3,2764.91,23352.34,29946.77,4338.9,18664.6,1328.09,9632.47,5401.58,1686.24,2487.56,1091.96,77709.66,13371.17,35706.57,22552.17
2020-03-27,1997.8,2862.79,1019.6,7501.61,4351.49,9632.52,550.85,16822.59,464.93,727.88,3942.86,955.34,42946.83,6777.9,529.96,8996.37,881.25,5510.33,4842.4,2772.2,23484.28,29815.59,4545.57,19389.43,1343.09,9556.73,5266.62,1717.73,2528.76,1099.76,73428.78,12687.74,33799.49,21636.78
2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,1989.72,2826.94,1055.97,7513.34,4378.51,9815.97,558.7,16872.41,475.98,749.96,3983.24,958.54,43413.63,6659.9,540.78,9174.39,880.59,5563.74,5181.4,2747.21,23175.11,28440.32,4414.5,19084.97,1328.88,9661.19,5131.16,1717.12,2416.24,1087.82,74639.48,13038.5,34199.97,22327.48
2020-03-31,2001.6,2901.58,1073.74,7859.79,4396.12,9935.84,558.3,17050.94,483.44,778.31,4069.55,1014.44,44490.31,6785.4,555.6,9311.92,896.44,5671.96,5076.8,2750.3,23603.48,29468.49,4538.93,18917.01,1350.89,9796.75,5321.23,1754.64,2481.23,1125.86,73019.76,13378.75,34554.53,21917.16
2020-04-01,1946.19,2839.42,1074.05,7614.65,4207.24,9544.75,536.45,16544.97,471.3,791.31,3992.69,987.75,43732.44,6579.4,536.67,9168.98,890.85,5454.57,5258.6,2734.52,23085.79,28265.31,4466.04,18065.41,1322.66,9926.08,5408.52,1685.46,2440.27,1105.51,70966.7,12876.37,33691.88,20943.51
2020-04-02,1981.68,2895.4,1064.83,7673.69,4220.96,9570.82,541.44,16834.03,478.28,788.71,3993.57,1034.06,45060.69,6574.1,536.48,9270.96,895.11,5480.22,5154.3,2780.64,23280.06,,4531.69,17818.72,1330.9,9870.56,5342.31,1724.86,2453.03,1138.27,72253.46,13097.84,33590.62,21413.44
2020-04-03,1964.94,2857.05,1082.55,7593.53,4154.58,9525.77,540.74,16384.35,471.46,788.11,3972.71,1049.88,44598.7,6581.6,531.75,9242.44,895.53,5415.5,5067.5,2763.99,23236.11,27590.95,4623.43,17820.19,1330.65,9935.18,5346.97,1725.44,2389.29,1138.84,69537.56,12938.3,33075.41,21052.53
2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,2046.55,2969.8,1091.19,7783.25,4346.14,10075.17,586.46,17039.31,489.82,803.08,4018.62,1083.43,46240.35,6844.34,553.39,9462.34,920.71,5582.39,5286.8,,23749.12,,4811.83,18576.3,1341.69,9763.82,5570.81,1791.88,2470.59,,74072.98,13592.7,34381.56,22679.99
2020-04-07,2126.42,3033.57,1096.14,8033.47,4438.27,10356.7,607.73,17411.72,499.85,818.2,4069.46,1099.76,47496.72,7001.99,573.13,9514.6,923.82,5704.45,5252.3,2820.76,24253.29,30067.21,4778.64,18950.18,1369.92,9809.85,5650.01,1823.6,2571.89,1214.95,76358.09,13614.14,34526.31,22653.86
2020-04-08,2114.34,3055.32,1088.72,8009.67,4442.75,10332.89,609.09,17380.82,500.71,809.81,4071.37,1114.6,46689.9,6951.79,572.78,9432.39,932.25,5677.73,5206.9,2815.37,23970.37,29893.96,4626.69,19353.24,1361.39,10031.66,5510.83,1807.14,2539.44,1205.77,78624.62,13925.71,34567.78,23433.57
2020-04-09,2184.06,3092.39,1088.72,8103.05,4506.85,10564.74,607.29,17621.62,508.04,,4196.31,1155.49,48011.56,7070.6,574.44,9452.83,958.34,5842.66,5387.3,2825.9,24300.33,31159.62,4649.08,19345.77,1369.76,9963.9,,1836.21,2571.32,1210.48,77681.94,14166.63,,23719.37
2020-04-10,,,1088.72,8103.05,,,,,,,,1155.49,,,574.44,,964.71,5842.66,,2796.63,,,,19498.5,1357.5,,,1860.7,,1228.03,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,,,1088.72,8103.05,,,,,,,,1124.97,48011.56,,574.44,,963.99,5842.66,,2783.05,,30690.02,4623.89,19043.4,1356.03,,5610.98,1825.76,2567.25,1236.78,78835.82,14075.94,34613.67,23390.77
2020-04-14,2172.34,3057.66,1110.11,8253.78,4523.91,10696.56,628.19,17558.43,507.74,828.21,4231.03,1133.23,49874.51,7108.57,586.92,9538.61,985.5,5791.31,5488.1,2827.28,24435.4,,4706.49,19638.81,1371.66,10159.02,5780.88,1857.08,2634.57,1256.35,79918.36,14258.43,34746.39,23949.76
2020-04-15,2048.04,2920.82,1102.68,7910.75,4353.72,10279.76,607.57,16719.07,491.13,805.47,4137.91,1046.88,48301.28,6839.5,565.54,9320.2,958.55,5597.65,5466.7,2811.17,24145.34,30379.81,4625.9,19550.09,1387.79,10409.94,5946.05,,2605.56,1236.1,78831.46,13958.58,33855.24,23504.35
2020-04-16,2006.75,2925.16,1120.88,7888.48,4350.16,10301.54,606.75,16768.14,496.08,793.56,4106.81,1066.91,48245.11,6763.4,563.59,9439.91,962.49,5628.43,5416.3,2819.93,24006.45,30602.61,4480.61,19290.2,1386.53,10473.19,5525.6,1857.07,2612.25,1200.15,77811.85,13899.32,33759.75,23537.68
2020-04-17,2070.07,3015.41,1144.82,8086.61,4499.01,10625.78,,17055.47,505.82,815.92,4172.21,1078.69,49134.65,6875.8,582.15,9612.83,981.8,5786.96,5487.5,2838.49,24380.0,31588.72,4634.82,19897.26,1407.34,10778.72,5789.97,1914.53,2614.6,1239.24,78990.29,14359.88,34743.1,24242.49
2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,2061.1,3021.85,1162.47,8078.9,4528.3,10675.9,,17064.14,512.76,809.11,4129.5,1068.32,48849.52,6831.5,585.25,9785.27,989.46,5812.83,5353.0,2852.55,24330.02,31648.0,4575.9,19669.12,1413.12,10762.67,5733.65,1898.36,2597.85,1266.4,78972.76,14388.28,34477.06,23650.44
2020-04-21,1994.63,2908.09,1154.18,7819.91,4357.46,10249.85,591.02,16450.85,495.76,792.84,4035.94,1012.15,47628.87,6634.9,570.08,9547.85,976.19,5641.03,5221.3,2827.01,23793.55,30636.71,4501.92,19280.78,1381.73,10535.87,5592.25,1879.38,2551.92,1252.92,,13940.06,33892.28,23018.88
2020-04-22,2039.23,2950.37,1158.18,8064.12,4411.8,10415.03,595.41,16765.28,509.62,807.62,4100.59,1066.01,48108.49,6719.8,580.73,9630.56,981.71,5770.63,5221.2,2843.98,23893.36,31379.55,4567.56,19137.95,1381.89,10417.67,5573.75,1896.15,2550.04,1261.81,80687.15,14288.16,34223.85,23475.82
2020-04-23,2108.81,3017.76,1174.49,8178.48,4451.0,10513.79,610.48,17011.11,512.73,820.05,4148.91,1099.67,49601.82,6746.5,587.87,9625.48,,5826.61,5217.1,2838.5,23977.32,31863.08,4593.55,19429.44,1381.64,10446.11,5599.55,1914.73,2542.37,1272.53,79673.3,14251.09,34240.6,23515.26
